text	emotions	text_proc	cat1_score	cat2_score	cat3_score
My hair came back very curly and darker.	[0, 0, 1, 0, 0, 0]	my hair came back very curly and darker .	0.06292514503002167	0.013051476329565048	0.014023187570273876
May you capture the joy you felt, each and every time you see this gift!Vicki Sam	[0, 0, 1, 0, 0, 0]	may you capture the joy you felt , each and every time you see this gift ! vicki sam	0.0404885895550251	0.01341250166296959	0.014482778497040272
I only got one breast removed and the checking up on the other side (alternating ultrasound/mammogram every 6 mo) is getting tedious for these past three years.	[0, 0, 0, 0, 0, 0]	i only got one breast removed and the checking up on the other side ( alternating ultrasound / mammogram every 6 mo ) is getting tedious for these past three years .	0.3203226327896118	0.019857192412018776	0.021394118666648865
I really never thought of it that way, but must admit that a 2001-2008 relationship led to being known on a first-name basis by quite a few.	[0, 0, 0, 0, 0, 0]	i really never thought of it that way , but must admit that a 2001-2008 relationship led to being known on a first-name basis by quite a few .	0.02675579860806465	0.016644688323140144	0.020882954820990562
We will all support and help you as best we can!	[0, 0, 1, 0, 0, 0]	we will all support and help you as best we can !	0.023411821573972702	0.01621994562447071	0.021079562604427338
I am so good at giving advice but am the worst at following it myself :)	[0, 0, 1, 0, 0, 0]	i am so good at giving advice but am the worst at following it myself :)	0.057271286845207214	0.012824480421841145	0.012548832222819328
It is an amazing site filled with amazing individuals.	[0, 0, 1, 0, 0, 0]	it is an amazing site filled with amazing individuals .	0.026854559779167175	0.0179976224899292	0.04020414873957634
I gave her the first grandchild, a little boy.	[0, 0, 1, 0, 0, 0]	i gave her the first grandchild , a little boy .	0.0213897917419672	0.015273816883563995	0.02215912751853466
This site is great for information and support!	[0, 0, 1, 0, 0, 0]	this site is great for information and support !	0.01595776528120041	0.019764909520745277	0.040381524711847305
I experienced some numbness in my fingers and they're still numb.	[0, 0, 0, 0, 1, 0]	i experienced some numbness in my fingers and they ' re still numb .	0.3547046184539795	0.018378308042883873	0.015227528288960457
I echo the thought to about contacting your medical providers.	[0, 0, 0, 0, 0, 0]	i echo the thought to about contacting your medical providers .	0.0384240448474884	0.012597629800438881	0.015494726598262787
I just want to tell you im so sorry that you are going through all this.	[0, 0, 0, 0, 0, 0]	i just want to tell you im so sorry that you are going through all this .	0.03151692822575569	0.01376459002494812	0.01419991347938776
It has been difficult because I live far away so I'm not able to attend her appointments so I get all my information second or third hand.	[0, 0, 0, 0, 1, 0]	it has been difficult because i live far away so i ' m not able to attend her appointments so i get all my information second or third hand .	0.06786727905273438	0.01362635288387537	0.011882668361067772
I recently had VATS lobectomy of right upper and middle wedge lung.	[0, 0, 0, 0, 1, 0]	i recently had vats lobectomy of right upper and middle wedge lung .	0.22245554625988007	0.06845454126596451	0.0900660827755928
I am feeling very well and continue to get stronger.	[0, 0, 1, 0, 0, 0]	i am feeling very well and continue to get stronger .	0.16642345488071442	0.01638747565448284	0.013033118098974228
Still ask for clinical social worker, who will navigate you to social services.	[0, 0, 0, 0, 0, 0]	still ask for clinical social worker , who will navigate you to social services .	0.021458318457007408	0.015676124021410942	0.02162790670990944
and why when when your hair starts to grow back it grows in aplace no one would notice?????	[0, 0, 0, 1, 0, 0]	and why when when your hair starts to grow back it grows in aplace no one would notice ? ? ?	0.1302504986524582	0.014020544476807117	0.012635056860744953
I am relieved to have this part of the process behind me and thank all for your responses!	[0, 0, 0, 0, 1, 0]	i am relieved to have this part of the process behind me and thank all for your responses !	0.024023868143558502	0.01814725622534752	0.022736702114343643
Thank you quail for your service and please pat yourself on the back for me for doing what you do in the first place.	[0, 0, 1, 0, 0, 0]	thank you quail for your service and please pat yourself on the back for me for doing what you do in the first place .	0.016868548467755318	0.01698029413819313	0.023606300354003906
"He just stood there,  I said ""Am I still in your way?"	[0, 1, 0, 0, 0, 0]	"he just stood there , i said "" am i still in your way ?"	0.026216885074973106	0.01422653067857027	0.015972645953297615
Had my first chemo yesterday and neulasta shot today.	[0, 0, 0, 0, 0, 0]	had my first chemo yesterday and neulasta shot today .	0.017295846715569496	0.016668206080794334	0.025299031287431717
Walk a little everyday ideally if you have someone with you that would be better.	[0, 0, 1, 0, 0, 0]	walk a little everyday ideally if you have someone with you that would be better .	0.060827650129795074	0.01528275664895773	0.014477867633104324
It was packed in ice...weird.	[0, 0, 0, 1, 0, 0]	it was packed in ice ... weird .	0.03410497307777405	0.018149251118302345	0.02881593070924282
We are surrounding you with much love and hugs and prayers.	[0, 0, 1, 0, 0, 0]	we are surrounding you with much love and hugs and prayers .	0.02717638947069645	0.01363362092524767	0.02008107304573059
Father also has mass in upper left lung along with the lymph nodes.....Not sure what to think.	[0, 0, 0, 0, 0, 0]	father also has mass in upper left lung along with the lymph nodes ... not sure what to think .	0.47592151165008545	0.02523570880293846	0.021744003519415855
My husband will also appreciate understanding why I am doing certain things.	[0, 0, 0, 0, 0, 0]	my husband will also appreciate understanding why i am doing certain things .	0.06296689808368683	0.013639568351209164	0.01486376766115427
hang in there post often, complain, yell, cry celebrate we are here!	[0, 0, 0, 0, 0, 0]	hang in there post often , complain , yell , cry celebrate we are here !	0.02176780253648758	0.015337863937020302	0.0162338986992836
If you would like to read my story it is posted on Lance Armstrongs web site Livestrong.	[0, 0, 1, 0, 0, 0]	if you would like to read my story it is posted on lance armstrongs web site livestrong .	0.015870828181505203	0.01653369516134262	0.024628987535834312
Wig free 5 months after my last chemo..short, short and curly!	[0, 0, 1, 0, 0, 0]	wig free 5 months after my last chemo .. short , short and curly !	0.02562853693962097	0.016548821702599525	0.018194252625107765
Nobody knows the validity of oncotype for estrogen negative cancer, but I sure didn't like seeing that number.	[0, 0, 0, 0, 0, 0]	nobody knows the validity of oncotype for estrogen negative cancer , but i sure did n't like seeing that number .	0.7695431113243103	0.19969356060028076	0.44678089022636414
then you get back up and continue to fight.	[0, 0, 1, 0, 0, 0]	then you get back up and continue to fight .	0.03783217817544937	0.01392366737127304	0.012500613927841187
I can imagine how disappointed you are that the chemo did not get all of the cancer.	[0, 0, 0, 0, 1, 0]	i can imagine how disappointed you are that the chemo did not get all of the cancer .	0.19463706016540527	0.015103507786989212	0.013784723356366158
Oh, <PERSON>, I can't even imagine how it is to have cancer when you are young.	[0, 0, 0, 0, 1, 0]	oh , <person> , i can't even imagine how it is to have cancer when you are young .	0.5454028844833374	0.026682347059249878	0.023821692913770676
I hope everything goes smoothly for both of <PERSON>,<PERSON>	[0, 0, 0, 0, 0, 0]	i hope everything goes smoothly for both of <person> , <person>	0.027960600331425667	0.013804418034851551	0.01647973246872425
They won't report 0 it's a cya thing.	[0, 0, 0, 0, 1, 0]	they wo n't report 0 it ' s a cya thing .	0.036595556885004044	0.013262525200843811	0.013930908404290676
Good luck to all of you and God bless you and your families.	[0, 0, 1, 0, 0, 0]	good luck to all of you and god bless you and your families .	0.02959703654050827	0.013579479418694973	0.01659565232694149
Happy Birthday to you today!	[0, 0, 1, 0, 0, 0]	happy birthday to you today !	0.014858720824122429	0.01828620582818985	0.02561289817094803
As usual I am awed by the research that you share.	[0, 0, 0, 1, 0, 0]	as usual i am awed by the research that you share .	0.04462524503469467	0.05012024939060211	0.09014321863651276
Especially when it was obvious I was afraid or in pain.	[0, 0, 0, 0, 0, 0]	especially when it was obvious i was afraid or in pain .	0.1384144425392151	0.015506108291447163	0.012459025718271732
The smell of food did bother me but I maintained my weight through it all.	[0, 0, 1, 0, 0, 0]	the smell of food did bother me but i maintained my weight through it all .	0.619293212890625	0.02198529988527298	0.026993952691555023
I am so glad to hear that things went well for you today!	[0, 0, 1, 0, 0, 0]	i am so glad to hear that things went well for you today !	0.024685315787792206	0.014285204000771046	0.016868723556399345
you can buy fresh ginger root in your produce section of grocery store.	[0, 0, 0, 0, 0, 0]	you can buy fresh ginger root in your produce section of grocery store .	0.02728162705898285	0.01440725289285183	0.021118484437465668
Had some good news also, will update later....... <PERSON>	[0, 0, 1, 1, 0, 0]	had some good news also , will update later ... <person>	0.024184152483940125	0.014420156367123127	0.016803519800305367
I have been reading books on grieving and they have really helped.	[0, 0, 0, 0, 0, 0]	i have been reading books on grieving and they have really helped .	0.036623355001211166	0.01397695392370224	0.01637076772749424
"You can take John's Hopkins review of the pathology to the bank.....John's Hopkins pathology depart are the experts...there is a difference among skills and facilities among pathologists.Time to really really celebrate....continue with Active Surveillance.....You can play, ""Happy times are here again""Best"	[0, 0, 1, 0, 0, 0]	"you can take john ' s hopkins review of the pathology to the bank ... john ' s hopkins pathology depart are the experts ... there is a difference among skills and facilities among pathologists.time to really really celebrate ... continue with active surveillance ... you can play , "" happy times are here again "" best"	0.04511666297912598	0.01683075912296772	0.020985670387744904
Keeping a positive mental attitude seems to be a major key in fighting this disease.	[0, 0, 1, 0, 0, 0]	keeping a positive mental attitude seems to be a major key in fighting this disease .	0.9583471417427063	0.47255855798721313	0.5256287455558777
For the shortness of breath, I would recommend doing deep breathing exercises, a few times a day (the more often, the better).	[0, 0, 1, 0, 0, 0]	for the shortness of breath , i would recommend doing deep breathing exercises , a few times a day ( the more often , the better ) .	0.6683502793312073	0.031341660767793655	0.03815893828868866
We have a wonderful cancer center near here.	[0, 0, 0, 0, 0, 0]	we have a wonderful cancer center near here .	0.031832702457904816	0.02310718037188053	0.06047951802611351
My grandpa, her dad also died of lung cancer, also at age 54.	[0, 0, 0, 0, 1, 0]	my grandpa , her dad also died of lung cancer , also at age 54 .	0.11365685611963272	0.01859074831008911	0.01850740984082222
