	text	emotions
9184	Had the larger left lobe removed on April 8, 02.	[0, 0, 0, 0, 0, 0]
9185	There are a number of people here who have been navigating metastasized breast cancer for over 5 years.	[0, 0, 0, 0, 1, 0]
9186	The next day I could barely walk.	[0, 0, 0, 0, 0, 0]
9187	She started cycle 4 today with this good news.	[0, 0, 1, 0, 0, 0]
9188	I have not seen my full head of hair since August 4, 2010 when it fell out.	[0, 0, 0, 0, 1, 0]
9189	We are having a quiet nite at home.	[0, 0, 1, 0, 0, 0]
9190	All of us...every single one of us has some sort of disability.....none of us are perfect....it's attitude....look at the donut, not the holeWith the way things are going on this thread, not only should  we be blindfolded, but we also need to turn the lights off.	[0, 0, 0, 0, 1, 1]
9191	I just want to say I think you are a very corageous woman and you are absolutely beautiful!	[0, 0, 1, 0, 0, 0]
9192	She underwent the PCI and said that was the worst part of her treatment.	[0, 0, 0, 0, 0, 1]
9193	Have you gotten second opinions from oncologists at other hospitals?	[0, 0, 0, 0, 0, 1]
9194	Welcome to this site - you'll find a wealth of information and support!	[0, 0, 0, 0, 0, 0]
9195	They told me that treatment would be pretty easy and that I wouldn't lose hair but a lot has come out and treatment has been feeling yucky.	[0, 0, 0, 0, 0, 0]
9196	He is living his life normally and without any problems.	[0, 0, 1, 0, 0, 0]
9197	We are going to see the chemo <PERSON> this Wednesday.	[0, 0, 0, 0, 0, 0]
9198	(NSCLC, stage 3b) To my knowledge I have had no ill effects from it.	[0, 0, 1, 0, 0, 0]
9199	Either take a tape recorder or someone with you for the first few appointments just too comfusing to go it on your own.	[0, 0, 1, 0, 0, 0]
9200	I had a RP 23 years ago, radiation 8 years ago, and went on hormone therapy five years ago.	[0, 0, 0, 0, 0, 0]
9201	Lots of survivors with experience strength and hope.	[0, 0, 1, 0, 0, 0]
9202	He is doing well, keeping his weight and has good spirits.	[0, 0, 1, 0, 0, 0]
9203	Please don't put too much stock in statistics.	[0, 0, 0, 0, 0, 0]
9204	My mom died from lung cancer on Jan. 19, 2001.	[0, 0, 0, 0, 1, 0]
9205	Thats the sad colf fact of cancer period.	[0, 0, 0, 0, 0, 0]
9206	Unfortunately the Canadian system does not deal well with high risk illness instead they tend to focus on easy to fix problems.	[0, 0, 0, 0, 0, 0]
9207	And some of it would have scared the heck out of me had I not read it here first.	[0, 0, 0, 0, 0, 0]
9208	Lots of people to talk to and experts to ask questions of.	[0, 0, 0, 0, 0, 0]
9209	This PCA test is an indicator only.In my case my <PERSON> was low, showing low probablity of PCa, however I have had 4 MRI guided biopsies which are paid via my medicare and a PPO.	[0, 0, 0, 0, 0, 0]
9210	I am blessed with a job that allowed for a flexible schedule so it worked.	[0, 0, 1, 0, 0, 0]
9211	(spit the capsule part out) The vitamin e then coats your mouth thus letting you avoid awful mouth sores.	[0, 0, 1, 0, 0, 0]
9212	I seem to get no one to just give it all to me straight.	[0, 1, 0, 0, 1, 0]
9213	Funny I stil feel the same way as I did when we met but so much water flows between us.	[0, 0, 1, 0, 0, 0]
9214	Im so happy for u.  I wish I could learn and remember all the lingos of medical terminology, n I work w/ a surgeon...  Talk soon	[0, 0, 1, 0, 0, 0]
9215	A very special Happy Birthday to our dear, sweet sister, Ayse!	[0, 0, 1, 0, 0, 0]
9216	It wasn't asbestos (wrong kind) and I'm not Asian.	[0, 0, 0, 0, 0, 0]
9217	I wasn't talking aobut prohibition...	[0, 0, 0, 0, 0, 0]
9218	F/S, I went on a 40 mile bike trek 2 weeks before an incidental xray caught my tumor.	[0, 0, 0, 0, 0, 0]
9219	These became more severe and made her unable to even sleep lying down.	[0, 0, 0, 0, 1, 0]
9220	They really helped, sometimes directly, sometimes in subtle ways, and definitely in seeing an outpouring of love.	[0, 0, 1, 0, 0, 0]
9221	not that i want the mastectomy, but it is inevitable.	[0, 0, 0, 0, 0, 0]
9222	Thank you for the information!	[0, 0, 1, 0, 0, 0]
9223	I just turn the bird up side right last half hour to brown top.	[0, 0, 0, 0, 0, 0]
9224	I don't want to see anyone deal with constant leaking.	[0, 0, 0, 0, 0, 1]
9225	Sadly, she had to put her beloved little doggy down this afternoon.	[0, 0, 0, 0, 0, 0]
9226	And now I have it back......	[0, 0, 0, 0, 0, 0]
9227	Thank you for the good thoughts, I can use all of them I can get.	[0, 0, 0, 0, 1, 0]
9228	I love hearing about all of your adventures.Hope your hubby is doing better.HugsDonna	[0, 0, 1, 0, 0, 0]
9229	There was no nausea or mouth sores either.	[0, 0, 0, 0, 0, 0]
9230	I was the first diagnosed in 1987 at age 33 with Stage 3 IDC, estrogen +.	[0, 0, 0, 0, 0, 0]
9231	I would ask an independant oncologist from a cancer center,  Well good luck and hope I have not alarmed you but have helped you.	[0, 1, 0, 0, 0, 0]
9232	My husband is close to your age and was recently diagnosed with adenocarcinoma stage 3.	[0, 0, 0, 0, 0, 0]
9233	I have five left and finish next Wed.	[0, 0, 0, 0, 0, 0]
9234	she too is doing well with the treatments and is very positive	[0, 0, 1, 0, 0, 0]
9235	<PERSON>, thanks for sharing your sweet story!	[0, 0, 1, 0, 0, 0]
9236	The only thing I stopped during rads was the water aerobics and only because the onc said I had to.	[0, 0, 0, 0, 0, 0]
9237	10 days with the catheter is no fun but the best part if the whole ordeal is when they pull the catheter out.	[0, 0, 1, 0, 0, 0]
9238	I looked back at the last 18 months, and I feel I've really accomplished something.	[0, 0, 0, 0, 0, 0]
9239	I have experience with adriamycin but not with the 24 hour pump.	[0, 0, 0, 0, 0, 0]
9240	However, the doctors did find that the 3 smaller tumors were cancerous.	[0, 0, 0, 0, 0, 0]
9241	my boyfriends dad went in for pneumonia too and was diagnosed with lung cancer.	[0, 0, 0, 0, 0, 0]
9242	As you know I just got my AUS back in Aug. and now that I am DRY, I want to go and see and do everything, and a year ago I never thought I would want to do anything again.	[0, 0, 1, 0, 0, 0]
9243	just want you to know I am wishing you all the best and praying for you always.	[0, 0, 1, 0, 0, 0]
9244	Sexually getting some results with Levitra but takes lots of work but it sure is better then I thought.	[0, 0, 0, 1, 1, 0]
9245	I sincerely apologize if you feel my comment was condescending.	[0, 0, 0, 0, 1, 0]
9246	You will have your days, but don't forget about the finish line.	[0, 0, 0, 0, 0, 0]
9247	I had this type of cancer in Feb 2007 to the right upper and lower lobe.	[0, 0, 0, 0, 0, 0]
9248	God Bless You.... My dad was diagnosed with lung cancer in November of 05.	[0, 0, 0, 0, 0, 0]
9249	Nope, never would have thought of NY Mets (not a sports fan).	[0, 0, 0, 0, 0, 0]
9250	Welcome Judy to this wonderful site filled with awesome people.	[0, 0, 1, 0, 0, 0]
9251	Thanks to everyone who posts here for your support.	[0, 0, 1, 0, 0, 0]
9252	Bumped Up ---  This is a lovely story -- in case you missed Reading it.	[0, 0, 0, 0, 0, 0]
9253	I know I'm late with this....but I'm there with you all.	[0, 0, 0, 0, 0, 0]
9254	Haven't found the right dosage - it hasn't worked yet.	[0, 0, 0, 0, 0, 1]
9255	Thank you for sharing your decision not to get chemo.	[0, 0, 0, 0, 0, 0]
9256	I have used this site to answer so many questions.	[0, 0, 0, 0, 0, 0]
9257	I am then going to leave the room and you seriously think about how those words hurt me.	[0, 1, 0, 0, 0, 0]
9258	And yes, Tylenol about an hour before can be very helpful.	[0, 0, 0, 0, 0, 0]
9259	And thanks Jeanne for keeping track of the milestones~it's great to have these reminders of Good news!Get out there and celebrate, TJHAY~ you deserve it!	[0, 0, 0, 1, 0, 0]
9260	The lump became more prominant after she stopped breast feeding.	[0, 0, 0, 0, 0, 0]
9261	The CT scan showed pleural thickening or mets on the chest wall.	[0, 0, 0, 0, 0, 0]
9262	So EXTREMELY happy for you <PERSON>, NED is someone we all want to have and hold on to good for you!	[0, 0, 1, 0, 0, 0]
9263	And they do it without any recompense or reward.	[0, 0, 1, 0, 0, 0]
9264	Sorry that I wasn't clear.By the way with reference to your <PERSON>, you mentioned in this thread that yours was <PERSON> 6...I remember that you had a second opinion from Johns Hopkins, that determined there was no cancer.	[0, 0, 0, 0, 0, 0]
9265	"I LOVE it, especially also being the mom of an 11 y/o ""princess""!Nancy"	[0, 0, 1, 0, 0, 0]
9266	It's truly a wonderful site.	[0, 0, 1, 0, 0, 0]
9267	It has helped me so much by reaching out to help someone else.	[0, 0, 0, 0, 0, 0]
9268	I will be thinking of you both on Friday.	[0, 0, 0, 0, 0, 0]
9269	PSA had been decreasing since started Zytiga in late June - went from 70.3 on 6/12 to 51.7 on 7/27 to 48.4 on 9/12.	[0, 0, 1, 0, 0, 0]
9270	Hey if I wasn't 42 I think I've gotten good enough to table dance!	[0, 0, 1, 0, 0, 0]
9271	Hi all hope you are all doing as good as you can .	[0, 0, 1, 0, 0, 0]
9272	Make sure you write down any questions you might have so that you can remember to ask the doc/onc.	[0, 0, 0, 0, 0, 0]
9273	For those who have many nodes removed the most common effect is lymphedema, or edema.	[0, 0, 0, 0, 0, 0]
9274	LOL.I'm tired of the waiting since I was diagnosed back in late March.	[0, 0, 0, 0, 0, 1]
9275	Went to eye doctor I cant see them but he said lashes are coming in about 1/4 cent.	[0, 0, 0, 0, 0, 0]
9276	We knew you could do it.	[0, 0, 1, 0, 0, 0]
9277	She did speak to her surgeon and she likes and trusts him, and I guess thats half the battle.	[0, 0, 0, 0, 0, 0]
9278	My doctor called me and gave me the news, even though I already had the feeling that it was bc.	[0, 0, 1, 0, 0, 0]
9279	I am looking forward to meeting with you ..	[0, 0, 0, 0, 0, 0]
9280	Happy Birthday Miriam, hope you enjoy your day!	[0, 0, 1, 0, 0, 0]
9281	The first VA doctor's kind of over reacted.	[0, 1, 0, 0, 0, 1]
9282	I had upper lobe of my right lung removed in November 2008 at Duke.	[0, 0, 0, 0, 0, 0]
9283	He has been diagnosed with stage IV non-small cell lung and lymph node cancer.	[0, 0, 0, 0, 1, 0]
9284	The IV only took two trys and the nurse really was doing her very best.	[0, 0, 0, 0, 0, 0]
9285	I am thrilled for you that it worked out!	[0, 0, 1, 0, 0, 0]
9286	Feraheme agent works well in soft tissue particularly at the lymph nodes but PET/MRI 18F (choline) or Naf (18) are better to locate cancer in bone.	[0, 0, 0, 0, 0, 0]
9287	In all honesty, she has been a blessing.	[0, 0, 1, 0, 0, 0]
9288	Thanks for sharing this wonderful site with everyone :D	[0, 0, 1, 0, 0, 0]
9289	One more Sister in good shape and feeling so good!	[0, 0, 1, 0, 0, 0]
9290	I came here to find people to talk to who are going through the same thing.	[0, 0, 1, 0, 0, 0]
9291	:-) life is full with hope.	[0, 0, 0, 0, 0, 0]
9292	Unfortunately, I just ended a friendship of 45 years (we knew each other from the diaper years).	[0, 0, 0, 0, 1, 0]
9293	I can't wait to read your book as well.	[0, 0, 1, 0, 0, 0]
9294	need lots of help around house though.	[0, 0, 0, 0, 1, 0]
9295	Still very very emotional, some days very positive and optimistic, other days, very sensible.	[0, 0, 0, 0, 0, 0]
9296	The doctors were very nice and went slow enough for me to write.	[0, 0, 0, 0, 0, 0]
9297	my dr's say i am fine and look great.	[0, 0, 1, 0, 0, 0]
9298	We are going to switch doctors and get a second opinion	[0, 0, 1, 0, 0, 0]
9299	Good luck on Friday ssfbeagle!	[0, 0, 0, 0, 0, 0]
9300	Thank you <PERSON>, I wish where we live we have a better support group and helpline for cancer.	[0, 0, 0, 0, 1, 0]
9301	I will have wait for 10 days for my PET scan to get an idea how Thoracic surgeon will proceed with surgery.	[0, 1, 0, 0, 0, 0]
9302	We're still being prescribed <PERSON> and still having pain, neuropathy, etc.	[0, 0, 0, 0, 1, 0]
9303	We've heard that the <PERSON> is a lot easier.	[0, 0, 0, 0, 0, 0]
9304	Was the eye mets the first indication she has lung cancer?	[0, 0, 0, 0, 0, 0]
9305	I am very sorry that for your family has not been helping you at all.	[0, 0, 0, 0, 1, 0]
9306	Then bad mouth her to EVERYONE you know.	[0, 0, 0, 0, 0, 0]
9307	Evidently he wasn't the one for you so that means there is someone else.	[0, 0, 0, 0, 0, 0]
9308	Praise the Lord for His goodness and mercy!	[0, 0, 1, 0, 0, 0]
9309	My father got admitted to hospital this weekend with low blood counts, he is slowly turning around.	[0, 0, 0, 0, 0, 0]
9310	I love him so much!	[0, 0, 1, 0, 0, 0]
9311	"to oriontechno et.al.do you all not think that if a special diet or an herbal potion or a special wrist band actually cured cancer that maybe this would be the end of the discussion - suffice to say I would betcha it will not be the end - I betcha we have not yet found a cure for cancer - I think we might all have heard  the news -the fact remains that those who do not receive treatment for lung cancer die -so if you want to eat a low sugar diet or take vitamin x or meditate while standing on your head for goodness sake go ahead if it is cleared by your physicians not to interfere with your medical treatment - to pretend that any of these things will on their own be a panacea or will replace the much dreaded ""cancer clinic"" is irresponsible and worse than misleading - connie."	[0, 1, 0, 0, 0, 0]
9312	February is just around the corner.	[0, 0, 0, 0, 0, 0]
9313	Thinking of you today <PERSON> and sending lots of hugs and prayers.	[0, 0, 0, 0, 0, 0]
9314	So why arent they giving him more chemo?	[0, 0, 0, 0, 0, 0]
9315	Hope your Birthday year is full of exciting trips, excellent health and some cake!	[0, 0, 1, 0, 0, 0]
9316	Maybe thats why doctors said there is nothing they can do for him, if he wouldnt help himself.	[0, 0, 0, 0, 0, 1]
9317	So very sorry to hear about this terrible loss!	[0, 0, 0, 0, 1, 0]
9318	There is no wall with their names on it.	[0, 0, 0, 0, 0, 0]
9319	I can't blame him for not trusting the va	[0, 0, 0, 0, 0, 1]
9320	He could walk 2 miles a day, he looked fit, and he said things were better emotionally and physically.	[0, 0, 0, 0, 0, 0]
9321	And as luck would have it, I wound up living in Cardinals territory: here in Springfield we even have the Cardinals' Double-A farm club.	[0, 0, 0, 0, 0, 0]
9322	In order to get to it they had to cut threw muscle and nerves and remove the top lobe of my lung.	[0, 0, 1, 0, 0, 0]
9323	Our sisters are so wonderful!	[0, 0, 1, 0, 0, 0]
9324	Spammer back again under new name (what a low life) Cancer survivors come here for help and this '>^%$#&* keeps thier questions on back pages.	[0, 1, 0, 0, 0, 1]
9325	The other complication to this is the depression that seems to grow in line with the fatigue and the bad tastes.	[0, 0, 0, 0, 1, 0]
9326	I am happy about your good news too!Big hugs, <PERSON>	[0, 0, 1, 0, 0, 0]
9327	Hope you have a wonderful day, and so many more.	[0, 0, 1, 0, 0, 0]
9328	There is one man at inspire.com who has lived with stage 4 cancer for 13+ years and survived 2 rounds of brain metastases.	[0, 0, 0, 0, 0, 0]
9329	I had 1b had upper left lobe removed.	[0, 0, 0, 0, 1, 0]
9330	I read about it on another site and it worked the best for me.	[0, 0, 1, 0, 0, 0]
9331	I had mine in my doctor's office, in a big soft heated recliner with about 50 movies to choose from.	[0, 0, 0, 0, 0, 0]
9332	Otherwise, it's just the two of us, but there is always leftover good energy inside that bus so you'll be watched over by many in spirit:)xoxoVictoria	[0, 0, 0, 0, 0, 0]
9333	Please go to the inspire web site and find the lung cancer section.	[0, 1, 0, 0, 0, 0]
9334	I am thinking about taking simpson hemp oil and simpson hemp taste.	[0, 0, 0, 0, 0, 0]
